model,label,checkpoint,valid_comparison,warning,test_images,correct,failures,accuracy_top1,accuracy_top5,cross_entropy_loss,macro_precision,macro_recall,macro_f1,parameters,elapsed_seconds,note
finetuned_teacher,Fine-tuned ViT-B/16 teacher,W:\Awais - Thesis\MIDL-Lab\base-KD\runs\cifar10_timm_teacher_finetuned\best.pt,True,,10000,9855,145,0.9855,0.9998,0.12472375966752357,0.9854959919977457,0.9855,0.9854913043924789,85806346,56.203010000055656,ViT-B/16 fine-tuned on CIFAR-10 with a trained classification head.
